,Order ID,Marital_Status,Income,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
56,CA-2016-111682,Divorced,70287.0,2013-04-02,30.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
57,CA-2016-111682,Single,27938.0,2014-04-28,31.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
58,CA-2016-111682,Single,0.0,2013-06-17,57.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
59,CA-2016-111682,Married,55954.0,2014-03-03,63.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
60,CA-2016-111682,Single,75777.0,2013-07-04,12.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0
61,CA-2016-111682,Together,66653.0,2012-09-07,18.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
62,CA-2015-135545,Single,61823.0,2013-02-18,26.0,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
63,CA-2015-135545,Widow,67680.0,2013-06-11,8.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
64,CA-2015-135545,Together,70666.0,2013-12-06,29.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
65,CA-2015-135545,Married,25721.0,2013-05-21,75.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
66,US-2015-164175,Together,32474.0,2014-05-11,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
67,CA-2014-106376,Single,88194.0,2014-03-19,19.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0
68,CA-2014-106376,Together,69096.0,2013-09-27,4.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
69,CA-2016-119823,Together,74854.0,2013-04-08,90.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
70,CA-2016-106075,Married,66991.0,2012-09-11,1.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
71,CA-2017-114440,Married,0.0,2012-09-14,25.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
72,US-2015-134026,Married,65031.0,2013-03-17,29.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
73,US-2015-134026,Married,60631.0,2013-04-05,88.0,5.0,9.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
74,US-2015-134026,Married,28332.0,2014-04-30,58.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
75,US-2017-118038,Divorced,40246.0,2012-12-19,68.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
76,US-2017-118038,Married,75251.0,2012-08-27,34.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
77,US-2017-118038,Single,75825.0,2012-10-12,40.0,0.0,5.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
78,US-2014-147606,Together,26326.0,2013-09-04,12.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0
79,CA-2016-127208,Together,56046.0,2013-01-02,9.0,2.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
80,CA-2016-127208,Single,29760.0,2012-08-29,87.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
81,CA-2014-139451,Married,26304.0,2013-06-23,5.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
82,CA-2014-139451,Married,23559.0,2013-07-03,87.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
83,CA-2015-149734,Together,38620.0,2013-05-11,56.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
84,US-2017-119662,Divorced,81361.0,2014-02-25,18.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
85,CA-2017-140088,Married,29440.0,2013-08-11,95.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
86,CA-2017-155558,Married,36138.0,2013-07-16,48.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
87,CA-2017-155558,Single,50388.0,2014-05-28,3.0,4.0,6.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0
88,CA-2016-159695,Married,79593.0,2014-05-12,70.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0
89,CA-2016-109806,Together,54178.0,2014-01-21,79.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
90,CA-2016-109806,Married,0.0,2012-11-19,4.0,12.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
91,CA-2016-109806,Single,0.0,2014-05-27,45.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
92,CA-2015-149587,Together,0.0,2013-11-23,87.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
93,CA-2015-149587,Single,42394.0,2014-03-23,69.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
94,CA-2015-149587,Married,23626.0,2014-05-24,84.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
95,US-2017-109484,Married,30096.0,2014-05-22,30.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
96,CA-2017-161018,Widow,47916.0,2012-11-22,72.0,5.0,7.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
97,CA-2017-157833,Divorced,51813.0,2013-04-11,37.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
98,CA-2016-149223,Married,78497.0,2013-12-01,44.0,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0
99,CA-2016-158568,Married,50150.0,2013-06-20,32.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
100,CA-2016-158568,Single,47823.0,2013-07-23,0.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
101,CA-2016-158568,Single,34554.0,2014-03-30,43.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
102,CA-2016-129903,Together,85693.0,2013-04-20,59.0,2.0,9.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
103,US-2015-156867,Married,65846.0,2013-05-17,68.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
104,US-2015-156867,Married,87195.0,2014-05-08,35.0,1.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
105,US-2015-156867,Together,24594.0,2013-12-10,94.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
106,CA-2017-119004,Married,49096.0,2013-09-24,15.0,4.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
107,CA-2017-119004,Married,52413.0,2013-02-02,56.0,4.0,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
108,CA-2017-119004,Single,38557.0,2012-12-19,17.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
109,CA-2015-129476,Married,89058.0,2012-12-07,18.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
110,CA-2017-146780,Together,77298.0,2013-11-02,46.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
111,CA-2016-128867,Single,68126.0,2012-11-10,40.0,1.0,7.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
112,CA-2016-128867,Together,57288.0,2014-06-25,27.0,3.0,8.0,1.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
113,CA-2014-115259,Single,86037.0,2013-01-02,95.0,1.0,6.0,7.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0
114,CA-2014-115259,Married,43974.0,2012-12-12,19.0,5.0,6.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
115,CA-2014-115259,Single,50785.0,2013-09-10,27.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
116,CA-2014-115259,Married,90765.0,2014-01-24,25.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,0.0
117,CA-2015-110457,Married,36550.0,2013-02-19,74.0,5.0,9.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
118,US-2015-136476,Together,30753.0,2013-07-11,85.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
119,CA-2016-103730,Together,21918.0,2013-11-14,37.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
120,CA-2016-103730,Together,56129.0,2013-06-20,65.0,4.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
121,CA-2016-103730,Single,32557.0,2014-02-24,13.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
122,CA-2016-103730,Married,19510.0,2013-09-04,63.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
123,CA-2016-103730,Divorced,30992.0,2013-04-22,83.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
124,US-2014-152030,Single,101970.0,2013-03-12,69.0,0.0,6.0,8.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,1.0
125,US-2014-134614,Together,71488.0,2013-02-18,87.0,2.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
126,US-2017-107272,Single,79607.0,2013-04-21,37.0,1.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
127,US-2017-107272,Married,54348.0,2014-06-08,51.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
128,US-2016-125969,Married,0.0,2013-07-11,23.0,3.0,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
129,US-2016-125969,Together,77376.0,2014-05-10,72.0,4.0,6.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
130,US-2017-164147,Married,62998.0,2013-09-30,10.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
131,US-2017-164147,Alone,61331.0,2013-03-10,42.0,5.0,11.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
132,US-2017-164147,Married,73448.0,2014-02-10,10.0,1.0,7.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
133,CA-2016-145583,Married,0.0,2013-08-11,96.0,1.0,6.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
134,CA-2016-145583,Married,41551.0,2013-08-14,51.0,5.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
135,CA-2016-145583,Together,62981.0,2013-03-17,21.0,1.0,4.0,5.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
136,CA-2016-145583,Divorced,9548.0,2012-08-08,31.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
137,CA-2016-145583,Married,33762.0,2013-07-07,61.0,3.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
138,CA-2016-145583,Alone,35860.0,2014-05-19,37.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
139,CA-2016-145583,Divorced,36921.0,2013-07-28,74.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
140,CA-2016-110366,Single,92859.0,2012-10-19,46.0,1.0,5.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
141,CA-2017-106180,Together,65104.0,2013-11-14,4.0,2.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
142,CA-2017-106180,Married,86111.0,2013-04-19,73.0,1.0,5.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
143,CA-2017-106180,Single,68352.0,2013-08-28,47.0,3.0,8.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
144,CA-2017-155376,Together,41883.0,2013-03-19,13.0,3.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
145,CA-2015-110744,Married,59809.0,2012-10-18,36.0,3.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
146,CA-2014-110072,Married,23957.0,2012-10-28,47.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
147,CA-2016-114489,Together,38547.0,2013-08-28,49.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0
148,CA-2016-114489,Married,35688.0,2012-08-22,94.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
149,CA-2016-114489,Married,49605.0,2014-06-21,65.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
150,CA-2016-114489,Married,59354.0,2014-04-24,59.0,1.0,4.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
151,CA-2016-158834,Married,65747.0,2014-03-07,96.0,4.0,8.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
152,CA-2016-158834,Together,46344.0,2012-12-14,28.0,4.0,7.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
153,CA-2015-124919,Alone,34176.0,2014-05-12,12.0,4.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
154,CA-2015-124919,Together,61010.0,2012-10-09,57.0,2.0,8.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
155,CA-2015-124919,Together,69372.0,2013-02-19,10.0,1.0,10.0,4.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0
156,CA-2015-118948,Single,49967.0,2013-07-08,4.0,3.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
157,CA-2014-104269,Single,60199.0,2013-09-12,49.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
158,CA-2016-114104,Together,55375.0,2013-10-17,3.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
