Order ID,Sales,Profit,Quantity,Order Date,Margin_%,Unnamed: 0,Marital_Status,Income,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Churn,Risk_Score,Risk_Category
CA-2014-103849,225.016,-70.7293,7,5/11/2014,-31.43300920823408,544,Together,54058.0,2013-06-04,56.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,70,High Risk
CA-2014-103849,225.016,-70.7293,7,5/11/2014,-31.43300920823408,545,Married,24683.0,2014-03-08,98.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,100,High Risk
CA-2014-103849,225.016,-70.7293,7,5/11/2014,-31.43300920823408,545,Married,24683.0,2014-03-08,98.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,100,High Risk
CA-2014-103849,225.016,-70.7293,7,5/11/2014,-31.43300920823408,545,Married,24683.0,2014-03-08,98.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,70,High Risk
CA-2014-104269,457.568,51.4764,2,3/1/2014,11.25,157,Single,60199.0,2013-09-12,49.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104472,133.128,41.4336,9,6/2/2014,31.12312961961421,718,Divorced,58710.0,2013-03-31,77.0,6.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104472,133.128,41.4336,9,6/2/2014,31.12312961961421,718,Divorced,58710.0,2013-03-31,77.0,6.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104472,133.128,41.4336,9,6/2/2014,31.12312961961421,719,Single,45160.0,2014-03-29,9.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104472,133.128,41.4336,9,6/2/2014,31.12312961961421,719,Single,45160.0,2014-03-29,9.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104773,60.416,6.0416,2,12/8/2014,10.0,1793,Single,37697.0,2014-02-07,82.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-104976,34.68,16.9932,6,12/9/2014,49.00000000000001,888,Together,51195.0,2013-04-01,46.0,8.0,9.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-105172,18.9,9.072,6,4/4/2014,48.0,1560,Married,39922.0,2013-02-14,30.0,2.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-105893,665.88,13.3176,6,11/11/2014,2.0,16,Married,41850.0,2012-12-24,51.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,70,High Risk
CA-2014-106376,1280.992,174.2904,12,12/5/2014,13.605892932976943,67,Single,88194.0,2014-03-19,19.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,No,0,Low Risk
CA-2014-106376,1280.992,174.2904,12,12/5/2014,13.605892932976943,67,Single,88194.0,2014-03-19,19.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,No,0,Low Risk
CA-2014-106376,1280.992,174.2904,12,12/5/2014,13.605892932976943,68,Together,69096.0,2013-09-27,4.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106376,1280.992,174.2904,12,12/5/2014,13.605892932976943,68,Together,69096.0,2013-09-27,4.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2059,Together,0.0,2013-05-18,52.0,7.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2060,Together,38361.0,2013-12-27,74.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2061,Single,0.0,2013-05-31,82.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2062,Together,70038.0,2013-10-25,54.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2063,Together,42554.0,2013-01-12,93.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2064,Married,67445.0,2012-08-12,63.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2065,Widow,67046.0,2013-01-06,92.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2066,Married,42192.0,2013-09-06,40.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2067,Married,77610.0,2012-10-29,70.0,2.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2067,Married,77610.0,2012-10-29,70.0,2.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2067,Married,77610.0,2012-10-29,70.0,2.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,Yes,60,Moderate Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2067,Married,77610.0,2012-10-29,70.0,2.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
CA-2014-106439,1007.936,122.54350000000001,45,10/31/2014,12.157865181916312,2067,Married,77610.0,2012-10-29,70.0,2.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,No,30,Low Risk
